"","item1","item2","n"
"1033","bolsonaro","americanas",3
"1034","reeleição","americanas",3
"1035","rj","bh",3
"1036","candidatos","bh",3
"1037","russomano","bh",3
"1038","globo","rede",3
"1039","pt","pdt",3
"1040","psol","pdt",3
"1041","povo","humilde",3
"1042","paulo","vereadora",3
"1043","bolsonaro","vereadora",3
"1044","prefeito","vereadora",3
"1045","pátria","amada",3
"1046","bolsonaro","tramp",3
"1047","comunista","ignorância",3
"1048","cérebro","ignorância",3
"1049","esquerdista","ignorância",3
"1050","sempre","tempos",3
"1051","pior","tempos",3
"1052","trump","aconteceu",3
"1053","bolsonaro","cachaceiro",3
"1054","lula","dilma",3
"1055","eleições","causa",3
"1056","bolsonaro","mente",3
"1057","gado","passa",3
"1058","povo","ministros",3
"1059","bolsonaro","ministros",3
"1060","bolsonaro","votaria",3
"1061","bolsonaro","escolha",3
"1062","povo","abraço",3
"1063","abençoe","abraço",3
"1064","bolsonaro","parabens",3
"1065","prefeito","santo",3
"1066","bolsonaro","crivela",3
"1067","mídia","tradicional",3
"1068","mão","arminha",3
"1069","bolsonaro","cor",3
"1070","segue","firme",3
"1071","povo","proteger",3
"1072","bolsonaro","honestidade",3
"1073","povo","trata",3
"1074","governadores","empregos",3
"1075","economia","empregos",3
"1076","povo","armação",3
"1077","bolsonaro","segundo",3
"1078","votem","kalil",3
"1079","bh","kalil",3
"1080","além","disso",3
"1081","eleição","disso",3
"1082","silva","samuel",3
"1083","corrupção","tentar",3
"1084","campanha","principais",3
"1085","saber","principais",3
"1086","culpa","acontecendo",3
"1087","segundo","primeiramente",3
"1088","partido","questão",3
"1089","mídia","golpe",3
"1090","voto","fraudar",3
"1091","2022","fraudar",3
"1092","bolsonaro","fraudar",3
"1093","governo","problema",3
"1094","votem","acordem",3
"1095","pessoal","acordem",3
"1096","bolsonaro","más",3
"1097","esquerdista","querida",3
"1098","política","elegeu",3
"1099","corrupção","elegeu",3
"1100","combate","elegeu",3
"1101","nova","elegeu",3
"1102","política","promessa",3
"1103","responder","promessa",3
"1104","saber","promessa",3
"1105","corrupção","promessa",3
"1106","combate","promessa",3
"1107","nova","promessa",3
"1108","principais","promessa",3
"1109","responder","cumprir",3
"1110","orgulho","cumprir",3
"1111","elegeu","cumprir",3
"1112","bolsonaro","promessas",3
"1113","orgulho","promessas",3
"1114","elegeu","promessas",3
"1115","bolsonaro","colocar",3
"1116","conta","colocar",3
"1117","nessa","putari4",3
"1118","campanha","tentou",3
"1119","promessa","tentou",3
"1120","cumprir","tentou",3
"1121","bolsonaro","amarelo",3
"1122","igual","sergio",3
"1123","povo","idolatria",3
"1124","minas","gerais",3
"1125","guerra","zona",3
"1126","nação","cujo",3
"1127","rosilda","wanghon",3
"1128","comunista","ptista",3
"1129","cérebro","ptista",3
"1130","esquerdista","ptista",3
"1131","ignorância","ptista",3
"1132","comunista","lulista",3
"1133","cérebro","lulista",3
"1134","esquerdista","lulista",3
"1135","ignorância","lulista",3
"1136","ptista","lulista",3
"1137","comunista","hipocrisia",3
"1138","cérebro","hipocrisia",3
"1139","esquerdista","hipocrisia",3
"1140","ignorância","hipocrisia",3
"1141","querida","hipocrisia",3
"1142","ptista","hipocrisia",3
"1143","lulista","hipocrisia",3
"1144","comunista","mediocridade",3
"1145","cérebro","mediocridade",3
"1146","esquerdista","mediocridade",3
"1147","ignorância","mediocridade",3
"1148","ptista","mediocridade",3
"1149","lulista","mediocridade",3
"1150","hipocrisia","mediocridade",3
"1151","política","elegeram",3
"1152","corrupção","elegeram",3
"1153","ribeiro","fernando",3
"1154","prefeitos","municípios",3
"1155","simone","andressa",3
"1156","danielle","monteiro",3
"1157","gigante","acordou",3
"1158","paulo","sonaira",3
"1159","bolsonaro","sonaira",3
"1160","russomano","sonaira",3
"1161","bolsonaro","presos",3
"1162","bozo","toffoli",3
"1163","silva","prezença",3
"1164","samuel","prezença",3
"1165","rubens","braz",3
"1166","igual","pedrope",3
"1167","ja","cair",2
"1168","ja","qualquer",2
"1169","covid","qualquer",2
"1170","ruim","qualquer",2
"1171","covid","outra",2
"1172","covid","doença",2
"1173","covid","doenças",2
"1174","outra","doenças",2
"1175","quero","dias",2
"1176","qualquer","dias",2
"1177","ruim","jesus",2
"1178","qualquer","jesus",2
"1179","dias","jesus",2
"1180","jesus","voltar",2
"1181","ja","grande",2
"1182","outra","grande",2
"1183","jesus","grande",2
"1184","desses","podemos",2
"1185","cair","fechar",2
"1186","dias","fechar",2
"1187","grande","fechar",2
"1188","podemos","fechar",2
"1189","dias","enquanto",2
"1190","jesus","enquanto",2
"1191","ja","passando",2
"1192","jesus","passando",2
"1193","doença","fome",2
"1194","grande","fome",2
"1195","fechar","fome",2
"1196","qualquer","sair",2
"1197","jesus","sair",2
"1198","dias","rua",2
"1199","podemos","rua",2
"1200","fechar","rua",2
"1201","fome","rua",2
"1202","sair","rua",2
"1203","ja","acontecer",2
"1204","covid","acontecer",2
"1205","grande","acontecer",2
"1206","podemos","acontecer",2
"1207","fechar","acontecer",2
"1208","fechamento","vacina",2
"1209","ja","eleições",2
"1210","covid","eleições",2
"1211","podemos","eleições",2
"1212","fome","eleições",2
"1213","sair","eleições",2
"1214","acontecer","eleições",2
"1215","dessas","eleições",2
"1216","qualquer","sempre",2
"1217","acontecer","sempre",2
"1218","paulo","sempre",2
"1219","certeza","sempre",2
"1220","quero","povo",2
"1221","ja","povo",2
"1222","enquanto","povo",2
"1223","passando","povo",2
"1224","rua","povo",2
"1225","deixar","povo",2
"1226","paulo","povo",2
"1227","dessas","povo",2
"1228","povo","triste",2
"1229","merece","tiro",2
"1230","eleições","chega",2
"1231","chega","máscara",2
"1232","fome","gostaria",2
"1233","sempre","gostaria",2
"1234","rua","empresas",2
"1235","eleições","empresas",2
"1236","povo","empresas",2
"1237","covid","falta",2
"1238","fome","falta",2
"1239","povo","falta",2
"1240","fome","durante",2
"1241","eleições","durante",2
"1242","paulo","fecharam",2
"1243","milhões","perderam",2
"1244","empresas","emprego",2
"1245","fecharam","emprego",2
"1246","milhões","emprego",2
"1247","milhares","emprego",2
"1248","desempregados","emprego",2
"1249","povo","covas",2
"1250","certeza","força",2
"1251","eleições","força",2
"1252","eleições","querido",2
"1253","quero","abençoe",2
"1254","doença","abençoe",2
"1255","gostaria","abençoe",2
"1256","república","abençoe",2
"1257","presente","abençoe",2
"1258","maldito","confia",2
"1259","maldito","homens",2
"1260","povo","cristo",2
"1261","abençoe","cristo",2
"1262","sempre","voto",2
"1263","ruim","2022",2
"1264","jesus","2022",2
"1265","chega","2022",2
"1266","imprensa","2022",2
"1267","abençoe","2022",2
"1268","jesus","tira",2
"1269","jesus","ficam",2
"1270","sempre","ficam",2
"1271","povo","ficam",2
"1272","maldito","ficam",2
"1273","confia","ficam",2
"1274","homens","ficam",2
"1275","cristo","ficam",2
"1276","desses","bolsonaro",2
"1277","sair","bolsonaro",2
"1278","rua","bolsonaro",2
"1279","vacina","bolsonaro",2
"1280","triste","bolsonaro",2
"1281","verme","bolsonaro",2
"1282","chega","bolsonaro",2
"1283","gostaria","bolsonaro",2
"1284","imprensa","bolsonaro",2
"1285","impresso","bolsonaro",2
"1286","maldita","bolsonaro",2
"1287","ficam","bolsonaro",2
"1288","bolsonaro","nesta",2
"1289","abençoe","campos",2
"1290","bolsonaro","campos",2
"1291","eleições","sp",2
"1292","covas","sp",2
"1293","campos","sp",2
"1294","doença","família",2
"1295","povo","família",2
"1296","querido","família",2
"1297","2022","família",2
"1298","campos","família",2
"1299","fecharam","votem",2
"1300","bolsonaro","ninguem",2
"1301","bolsonaro","apoiado",2
"1302","urnas","resposta",2
"1303","sempre","contigo",2
"1304","povo","contigo",2
"1305","bolsonaro","debaixo",2
"1306","debaixo","d'água",2
"1307","bolsonaro","veio",2
"1308","enquanto","fica",2
"1309","eleições","fica",2
"1310","sempre","fica",2
"1311","máscara","fica",2
"1312","povo","pr",2
"1313","querido","pr",2
"1314","povo","doentes",2
"1315","qualquer","política",2
"1316","paulo","política",2
"1317","eleições","política",2
"1318","sempre","política",2
"1319","querido","política",2
"1320","fica","política",2
"1321","povo","resto",2
"1322","bolsonaro","resto",2
"1323","povo","velho",2
"1324","voto","velho",2
"1325","sempre","pt",2
"1326","alienado","pt",2
"1327","família","pt",2
"1328","votem","pt",2
"1329","política","pt",2
"1330","jesus","vida",2
"1331","rua","vida",2
"1332","empresas","vida",2
"1333","bolsonaro","inteligente",2
"1334","paulo","além",2
"1335","povo","além",2
"1336","política","além",2
"1337","resto","além",2
"1338","vida","além",2
"1339","falta","dessa",2
"1340","bolsonaro","dessa",2
"1341","resto","dessa",2
"1342","resto","político",2
"1343","pt","político",2
"1344","vida","político",2
"1345","povo","pensa",2
"1346","bolsonaro","pensa",2
"1347","pt","pensa",2
"1348","político","pensa",2
"1349","povo","si",2
"1350","povo","ponto",2
"1351","enquanto","nenhum",2
"1352","paulo","nenhum",2
"1353","homens","nenhum",2
"1354","voto","nenhum",2
"1355","bolsonaro","nenhum",2
"1356","povo","escolhe",2
"1357","jesus","fim",2
"1358","homens","fim",2
"1359","além","fim",2
"1360","nenhum","fim",2
"1361","jesus","verdade",2
"1362","cristo","verdade",2
"1363","ficam","verdade",2
"1364","cristo","rei",2
"1365","jesus","pai",2
"1366","abençoe","pai",2
"1367","escolhe","pai",2
"1368","bolsonaro","assumir",2
"1369","pt","filho",2
"1370","escolhe","filho",2
"1371","verdade","filho",2
"1372","rei","reis",2
"1373","família","poder",2
"1374","vida","poder",2
"1375","nenhum","poder",2
"1376","verdade","poder",2
"1377","rei","poder",2
"1378","pai","poder",2
"1379","assumir","poder",2
"1380","reis","poder",2
"1381","bolsonaro","medo",2
"1382","fica","medo",2
"1383","verdade","medo",2
"1384","assumir","medo",2
"1385","poder","medo",2
"1386","povo","inimigos",2
"1387","bolsonaro","inimigos",2
"1388","nenhum","inimigos",2
"1389","bolsonaro","lo",2
"1390","amá","lo",2
"1391","quero","fale",2
"1392","abençoe","fale",2
"1393","política","fale",2
"1394","filho","fale",2
"1395","poder","fale",2
"1396","medo","fale",2
"1397","vida","morte",2
"1398","nenhum","morte",2
"1399","jesus","proteja",2
"1400","povo","proteja",2
"1401","cristo","proteja",2
"1402","família","proteja",2
"1403","vida","proteja",2
"1404","pai","proteja",2
"1405","povo","fechadocombolsonaro",2
"1406","bolsonaro","fechadocombolsonaro",2
"1407","enquanto","governo",2
"1408","paulo","governo",2
"1409","eleições","governo",2
"1410","empresas","governo",2
"1411","falta","governo",2
"1412","emprego","governo",2
"1413","além","governo",2
"1414","nenhum","governo",2
"1415","fechadocombolsonaro","governo",2
"1416","somos57milhoes","governo",2
"1417","nordestecombolsonaro","governo",2
"1418","vozparabernadokuster","governo",2
"1419","aceitaalcolumbre","governo",2
"1420","familiascontrafelipeneto","governo",2
"1421","aglomerabrasil","governo",2
"1422","avante","governo",2
"1423","dias","nação",2
"1424","jesus","nação",2
"1425","acontecer","nação",2
"1426","sempre","nação",2
"1427","falta","nação",2
"1428","cristo","nação",2
"1429","família","nação",2
"1430","contigo","nação",2
"1431","poder","nação",2
"1432","proteja","nação",2
"1433","povo","brasileira",2
"1434","república","brasileira",2
"1435","família","brasileira",2
"1436","quero","liberdade",2
"1437","jesus","liberdade",2
"1438","povo","liberdade",2
"1439","força","liberdade",2
"1440","nação","liberdade",2
"1441","bolsonaro","econômica",2
"1442","liberdade","econômica",2
"1443","qualquer","pessoal",2
"1444","paulo","pessoal",2
"1445","certeza","pessoal",2
"1446","bolsonaro","pessoal",2
"1447","sp","pessoal",2
"1448","votem","pessoal",2
"1449","governo","pessoal",2
"1450","força","conservador",2
"1451","força","patriota",2
"1452","covid","cada",2
"1453","abençoe","cada",2
"1454","governo","cada",2
"1455","pessoal","cada",2
"1456","bolsonaro","comentário",2
"1457","bolsonaro","coloque",2
"1458","comentário","coloque",2
"1459","2022","federal",2
"1460","política","federal",2
"1461","governo","federal",2
"1462","bolsonaro","mulheres",2
"1463","pai","sao",2
"1464","emprego","ano",2
"1465","2022","vem",2
"1466","comentário","vem",2
"1467","federal","vem",2
"1468","ano","vem",2
"1469","fome","cidades",2
"1470","povo","crescer",2
"1471","bolsonaro","crescer",2
"1472","doença","feito",2
"1473","sempre","feito",2
"1474","rabo","cavalo",2
"1475","povo","precisando",2
"1476","bolsonaro","precisando",2
"1477","precisando","oração",2
"1478","abençoe","link",2
"1479","quero","nunca",2
"1480","acontecer","nunca",2
"1481","maldito","nunca",2
"1482","emprego","nunca",2
"1483","abençoe","nunca",2
"1484","cristo","nunca",2
"1485","ficam","nunca",2
"1486","sp","nunca",2
"1487","votem","nunca",2
"1488","fica","nunca",2
"1489","político","nunca",2
"1490","fim","nunca",2
"1491","poder","nunca",2
"1492","governo","nunca",2
"1493","pessoal","nunca",2
"1494","bolsonaro","herói",2
"1495","eleições","precisa",2
"1496","sempre","precisa",2
"1497","povo","precisa",2
"1498","poder","precisa",2
"1499","inimigos","precisa",2
"1500","dias","tempo",2
"1501","povo","tempo",2
"1502","sempre","foto",2
"1503","povo","sinceramente",2
"1504","mulheres","sinceramente",2
"1505","fechar","cidade",2
"1506","governo","moro",2
"1507","sempre","candidato",2
"1508","povo","candidato",2
"1509","votem","candidato",2
"1510","povo","falei",2
"1511","nunca","falei",2
"1512","candidato","falei",2
"1513","eleições","prefeito",2
"1514","merece","prefeito",2
"1515","empresas","prefeito",2
"1516","abençoe","prefeito",2
"1517","vida","prefeito",2
"1518","comentário","prefeito",2
"1519","falei","prefeito",2
"1520","povo","kkkkkk",2
"1521","voto","kkkkkk",2
"1522","bolsonaro","kkkkkk",2
"1523","político","kkkkkk",2
"1524","filho","kkkkkk",2
"1525","sempre","votei",2
"1526","2022","votei",2
"1527","pt","votei",2
"1528","nunca","votei",2
"1529","povo","nele",2
"1530","emprego","nele",2
"1531","querido","nele",2
"1532","prefeito","nele",2
"1533","sempre","trabalho",2
"1534","toca","trabalho",2
"1535","além","trabalho",2
"1536","fale","trabalho",2
"1537","governo","trabalho",2
"1538","moro","trabalho",2
"1539","povo","eleito",2
"1540","povo","puxa",2
"1541","bolsonaro","puxa",2
"1542","quero","saco",2
"1543","ficam","saco",2
"1544","kkkkkk","saco",2
"1545","dias","tô",2
"1546","eleições","vergonha",2
"1547","fica","vergonha",2
"1548","funcionário","público",2
"1549","prefeito","público",2
"1550","eleições","acabou",2
"1551","poder","acabou",2
"1552","inimigos","acabou",2
"1553","prefeito","acabou",2
"1554","família","cima",2
"1555","vem","cima",2
"1556","jesus","deste",2
"1557","povo","deste",2
"1558","abençoe","deste",2
"1559","bolsonaro","deste",2
"1560","bolsonaro","cargo",2
"1561","cargo","ocupa",2
"1562","povo","fácil",2
"1563","bolsonaro","fácil",2
"1564","fica","fácil",2
"1565","cima","fácil",2
"1566","deste","fácil",2
"1567","lo","sistema",2
"1568","vem","sistema",2
"1569","precisa","sistema",2
"1570","sempre","realmente",2
"1571","nacional","realmente",2
"1572","bolsonaro","realmente",2
"1573","poder","realmente",2
"1574","nação","realmente",2
"1575","feito","realmente",2
"1576","sistema","realmente",2
"1577","qualquer","tbm",2
"1578","paulo","tbm",2
"1579","povo","tbm",2
"1580","sp","tbm",2
"1581","cargo","tbm",2
"1582","povo","sabedoria",2
"1583","bolsonaro","sabedoria",2
"1584","fica","sabedoria",2
"1585","tira","fotos",2
"1586","bolsonaro","fotos",2
"1587","proteja","fotos",2
"1588","acontecer","merda",2
"1589","sempre","merda",2
"1590","milhões","merda",2
"1591","bolsonaro","merda",2
"1592","nenhum","merda",2
"1593","poder","merda",2
"1594","inimigos","merda",2
"1595","precisa","merda",2
"1596","paulo","vote",2
"1597","sempre","vote",2
"1598","2022","vote",2
"1599","política","vote",2
"1600","político","vote",2
"1601","nele","vote",2
"1602","realmente","vote",2
"1603","paulo","apoia",2
"1604","candidato","apoia",2
"1605","sempre","vereador",2
"1606","bolsonaro","vereador",2
"1607","vote","vereador",2
"1608","bolsonaro","capitão",2
"1609","apoia","capitão",2
"1610","candidato","fundo",2
"1611","vote","fundo",2
"1612","apoia","fundo",2
"1613","povo","eleitoral",2
"1614","candidato","eleitoral",2
"1615","vote","eleitoral",2
"1616","apoia","eleitoral",2
"1617","paulo","www.facebook.",2
"1618","bolsonaro","acreditei",2
"1619","político","acreditei",2
"1620","bolsonaro","diferente",2
"1621","nunca","diferente",2
"1622","bolsonaro","sacanagem",2
